;Sp_red;Sp;Genus;Tribe;Subfamily;Diet;DietCVA;Labial.X;Labial.Y;Posterior.X;Posterior.Y;Lingual.X;Lingual.Y;Anterior.X;Anterior.Y;curveLM.5.X;curveLM.5.Y;curveLM.6.X;curveLM.6.Y;curveLM.7.X;curveLM.7.Y;curveLM.8.X;curveLM.8.Y;curveLM.9.X;curveLM.9.Y;curveLM.10.X;curveLM.10.Y;curveLM.11.X;curveLM.11.Y;curveLM.12.X;curveLM.12.Y;curveLM.13.X;curveLM.13.Y;curveLM.14.X;curveLM.14.Y;curveLM.15.X;curveLM.15.Y;curveLM.16.X;curveLM.16.Y;curveLM.17.X;curveLM.17.Y;curveLM.18.X;curveLM.18.Y;curveLM.19.X;curveLM.19.Y;curveLM.20.X;curveLM.20.Y;curveLM.21.X;curveLM.21.Y;curveLM.22.X;curveLM.22.Y;curveLM.23.X;curveLM.23.Y;curveLM.24.X;curveLM.24.Y;curveLM.25.X;curveLM.25.Y;curveLM.26.X;curveLM.26.Y;curveLM.27.X;curveLM.27.Y;curveLM.28.X;curveLM.28.Y;curveLM.29.X;curveLM.29.Y;curveLM.30.X;curveLM.30.Y;curveLM.31.X;curveLM.31.Y;curveLM.32.X;curveLM.32.Y;curveLM.33.X;curveLM.33.Y;curveLM.34.X;curveLM.34.Y;curveLM.35.X;curveLM.35.Y;curveLM.36.X;curveLM.36.Y;curveLM.37.X;curveLM.37.Y;curveLM.38.X;curveLM.38.Y;curveLM.39.X;curveLM.39.Y;curveLM.40.X;curveLM.40.Y;curveLM.41.X;curveLM.41.Y;curveLM.42.X;curveLM.42.Y;curveLM.43.X;curveLM.43.Y;curveLM.44.X;curveLM.44.Y;curveLM.45.X;curveLM.45.Y;curveLM.46.X;curveLM.46.Y;curveLM.47.X;curveLM.47.Y;curveLM.48.X;curveLM.48.Y;curveLM.49.X;curveLM.49.Y;curveLM.50.X;curveLM.50.Y;curveLM.51.X;curveLM.51.Y;curveLM.52.X;curveLM.52.Y;curveLM.53.X;curveLM.53.Y;curveLM.54.X;curveLM.54.Y;curveLM.55.X;curveLM.55.Y;curveLM.56.X;curveLM.56.Y;curveLM.57.X;curveLM.57.Y;curveLM.58.X;curveLM.58.Y;curveLM.59.X;curveLM.59.Y;curveLM.60.X;curveLM.60.Y;curveLM.61.X;curveLM.61.Y;curveLM.62.X;curveLM.62.Y;curveLM.63.X;curveLM.63.Y;curveLM.64.X;curveLM.64.Y
58;Hyl_pha;Hylopetes phayrei;Hylopetes;Pteromyini;Sciurinae;Frugivorous;chew_crush;-0.045470928;-0.092510531;-0.103800091;0.058617734;0.054282184;0.094209066;0.113411697;-0.059585066;-0.057891649;-0.092063;-0.071335707;-0.090681934;-0.085325322;-0.08781509;-0.100036452;-0.086049014;-0.114185469;-0.080958996;-0.127585762;-0.073184189;-0.138668892;-0.062569665;-0.146056327;-0.049696333;-0.149682894;-0.035518063;-0.150049194;-0.020742641;-0.147049118;-0.006374607;-0.140065421;0.006780382;-0.131802179;0.020070243;-0.122817539;0.033118489;-0.113118125;0.045798994;-0.0972466;0.070047153;-0.090431854;0.08146219;-0.08220801;0.091991751;-0.07289792;0.101628932;-0.062758925;0.110236482;-0.052188429;0.117796713;-0.041318886;0.124226176;-0.030248722;0.129401172;-0.019004366;0.133094822;-0.007588473;0.134229603;0.003660424;0.132040544;0.014417796;0.126841182;0.025052049;0.120068055;0.035390321;0.11223752;0.045013151;0.103346198;0.064960431;0.087010535;0.074829541;0.078780799;0.08363824;0.06935984;0.092597249;0.060286769;0.101707657;0.051231536;0.110906098;0.042210813;0.119625291;0.033255291;0.126450766;0.023652278;0.131392081;0.013326877;0.134339576;0.002621382;0.134616439;-0.008276287;0.132427942;-0.019113015;0.12847682;-0.029563579;0.12378198;-0.039747965;0.118898802;-0.049727274;0.10684351;-0.068820822;0.099500156;-0.077639945;0.091000514;-0.085687664;0.081553609;-0.092641027;0.071548131;-0.098629672;0.061075643;-0.103402357;0.050225658;-0.106976505;0.039070054;-0.109488584;0.027617702;-0.110667847;0.016104137;-0.109996569;0.004881967;-0.10826216;-0.005756448;-0.104854737;-0.015992549;-0.100623268;-0.025833122;-0.096462084;-0.035638582;-0.093923959
59;Hyl_pla;Hylopetes platyurus;Hylopetes;Pteromyini;Sciurinae;Seeds_nuts;chew_crush;-0.048264812;-0.091702143;-0.109119428;0.061307343;0.053263347;0.096433968;0.115762979;-0.064249214;-0.059348709;-0.089306877;-0.071409735;-0.088676262;-0.083787443;-0.086802934;-0.096656631;-0.083644025;-0.109164956;-0.077828037;-0.120985301;-0.06953019;-0.130706947;-0.058184903;-0.137461557;-0.04475609;-0.141920417;-0.030624924;-0.143416583;-0.016382254;-0.141208548;-0.002597327;-0.13585402;0.01036917;-0.129497318;0.023204459;-0.12205484;0.035619239;-0.115716466;0.048540841;-0.102419589;0.071272206;-0.094925467;0.080976942;-0.087770984;0.091080605;-0.079034811;0.099831488;-0.069154157;0.107441782;-0.058926127;0.114435106;-0.04831182;0.120514011;-0.03725213;0.125391999;-0.025892804;0.128793983;-0.01384736;0.129299829;-0.001666483;0.128154818;0.010175556;0.124250498;0.0219597;0.119624819;0.032684342;0.112641214;0.04296892;0.104593345;0.063498893;0.088151065;0.073603611;0.079917917;0.083490754;0.071287677;0.093978685;0.063262142;0.103778429;0.054458195;0.113116553;0.045423165;0.121566174;0.03595356;0.127823593;0.025402756;0.132680893;0.014424993;0.134723305;0.002663681;0.135228241;-0.009319839;0.13366394;-0.021126671;0.13108485;-0.032508929;0.127241074;-0.043574789;0.122113687;-0.054186298;0.108392732;-0.073757841;0.100329832;-0.082825315;0.090995982;-0.090320989;0.080118639;-0.094940309;0.069969047;-0.101193783;0.059677719;-0.10709897;0.048748372;-0.111920707;0.037115914;-0.114685396;0.025181702;-0.115561272;0.01326859;-0.114835577;0.002118722;-0.111490012;-0.00819057;-0.105699617;-0.018713315;-0.100715696;-0.029033564;-0.096865974;-0.038946592;-0.093688952
60;Hyo_ile;Hyosciurus ileile;Hyosciurus;Callosciurini;Callosciurinae;Seeds_nuts;chew_crush;-0.052555701;-0.098108006;-0.106963075;0.061766436;0.056678489;0.100919612;0.111652896;-0.059087465;-0.0634942;-0.095962224;-0.075288718;-0.094539146;-0.087290217;-0.092563339;-0.099445173;-0.088626867;-0.111430388;-0.082638785;-0.122004918;-0.073299375;-0.130967891;-0.061088975;-0.138190365;-0.04770836;-0.141151543;-0.032850235;-0.141983886;-0.017463062;-0.139754775;-0.00238373;-0.135556584;0.011903357;-0.129570115;0.025287244;-0.122565585;0.037996146;-0.11512692;0.050180032;-0.099605885;0.070779573;-0.092010619;0.079669942;-0.083630319;0.087910391;-0.074987879;0.095963118;-0.065641723;0.103088565;-0.055754174;0.109324287;-0.045409453;0.114589552;-0.034458286;0.118500836;-0.022951049;0.121043367;-0.010993229;0.121770398;0.001188401;0.120633984;0.013270437;0.118803107;0.024980704;0.115684974;0.036262855;0.111868428;0.046851898;0.10704513;0.067052564;0.095009484;0.077068914;0.087832123;0.086277647;0.07907174;0.096134255;0.070648463;0.10603405;0.061901399;0.115755273;0.052914172;0.124415132;0.043353712;0.131220452;0.033053575;0.134868368;0.02143571;0.137432297;0.009488262;0.136790525;-0.002798177;0.134806531;-0.015046374;0.130044254;-0.026582246;0.125067725;-0.0380754;0.118420783;-0.048661181;0.103917034;-0.068922736;0.095175879;-0.078171402;0.085399282;-0.086780421;0.075072884;-0.094571551;0.064323925;-0.101377894;0.052973267;-0.106552776;0.041657229;-0.110989712;0.02979935;-0.113292014;0.018222316;-0.115586227;0.006653398;-0.114525013;-0.004728913;-0.112668546;-0.015527274;-0.110075356;-0.025509861;-0.10607028;-0.034988178;-0.102462978;-0.043798093;-0.099557552
61;Ict_mex;Ictidomys mexicanus;Ictidomys;Marmotini;Xerinae;Mixed_feeder;mixed_feeder;-0.052767353;-0.095209408;-0.093962451;0.05918738;0.058000363;0.104192603;0.105360263;-0.054126127;-0.063966657;-0.095710034;-0.077129034;-0.097658589;-0.091420205;-0.099170972;-0.106301279;-0.098469327;-0.120677122;-0.095643432;-0.133009831;-0.087627773;-0.143304442;-0.076736594;-0.148771229;-0.062478448;-0.151538322;-0.046509978;-0.149927297;-0.029437458;-0.14524201;-0.012291239;-0.137400668;0.003861362;-0.127584671;0.019206219;-0.116911867;0.033789221;-0.105515393;0.047171251;-0.084015566;0.067508406;-0.074712952;0.076068333;-0.065627134;0.084453036;-0.056347476;0.09225882;-0.047236655;0.099871;-0.038385407;0.107306638;-0.028995211;0.113305705;-0.019404159;0.118191328;-0.009452649;0.121622317;0.000766772;0.123298005;0.011085679;0.123467255;0.021164261;0.121684383;0.030979087;0.118849097;0.040379529;0.114865242;0.049460068;0.110213576;0.067719098;0.098844413;0.078249479;0.093528431;0.08921314;0.088032028;0.10033452;0.082753684;0.11063535;0.076323907;0.119505022;0.068231374;0.126420108;0.058484518;0.130959919;0.047214176;0.134442818;0.035306122;0.135788725;0.022854203;0.133935422;0.009966499;0.129622114;-0.003044816;0.124528241;-0.016214613;0.119020312;-0.029293561;0.112409325;-0.041981019;0.096302072;-0.064363881;0.086105468;-0.073744656;0.075097372;-0.082590568;0.0641253;-0.091057906;0.053341871;-0.099071077;0.042341315;-0.105990248;0.031783907;-0.112246011;0.020348104;-0.115424991;0.009029536;-0.117702703;-0.001934516;-0.117922557;-0.012276235;-0.115921802;-0.021911642;-0.112365342;-0.030441657;-0.107406546;-0.03792543;-0.101943725;-0.045295975;-0.097567524
62;Ict_par;Ictidomys parvidens;Ictidomys;Marmotini;Xerinae;Mixed_feeder;mixed_feeder;-0.048924542;-0.092483418;-0.098964915;0.056666761;0.055730109;0.097786535;0.111919346;-0.05730838;-0.060711744;-0.090831103;-0.074512461;-0.090981887;-0.089451087;-0.090646778;-0.105060141;-0.088468404;-0.120444924;-0.083914457;-0.134502621;-0.07654792;-0.145067633;-0.064900781;-0.152511034;-0.051278781;-0.155815788;-0.03635013;-0.155335475;-0.02081913;-0.150816974;-0.005780823;-0.142887191;0.008070396;-0.132197478;0.02063669;-0.120429146;0.032585381;-0.108862664;0.044342078;-0.09109956;0.066556453;-0.083333101;0.076291661;-0.074739791;0.085159164;-0.066073426;0.093784991;-0.05695651;0.101549178;-0.047794569;0.108792974;-0.037779366;0.114258373;-0.027352757;0.118536374;-0.016579479;0.121575175;-0.005459929;0.122605572;0.005697332;0.1217242;0.016577938;0.119205085;0.026820269;0.114606977;0.036776162;0.109453;0.046630103;0.104030271;0.066269748;0.092895369;0.076978204;0.087153269;0.087528353;0.080405214;0.098212802;0.073651334;0.108697797;0.066653836;0.118140866;0.05870017;0.125510606;0.049022359;0.131348018;0.038420174;0.135060604;0.026939395;0.136648138;0.014716804;0.136011566;0.002175991;0.133007279;-0.010232784;0.128684002;-0.022449248;0.123808281;-0.034566704;0.118202725;-0.046245735;0.104210956;-0.066929993;0.09541449;-0.075685606;0.085360559;-0.083436504;0.074282512;-0.089897945;0.063207699;-0.096283857;0.051454945;-0.100788683;0.03978698;-0.10515429;0.027943999;-0.108546866;0.016274359;-0.111299525;0.004922813;-0.112746118;-0.005760899;-0.112453948;-0.015610569;-0.10977122;-0.024864829;-0.106267115;-0.033028417;-0.101275347;-0.040946968;-0.096593595
63;Ict_tri;Ictidomys tridecemlineatus;Ictidomys;Marmotini;Xerinae;Mixed_feeder;mixed_feeder;-0.05413742;-0.096617898;-0.097385275;0.059126188;0.058323786;0.104512412;0.107077997;-0.056429312;-0.064879576;-0.095066585;-0.077147356;-0.094495886;-0.09015819;-0.095732721;-0.103568977;-0.096108242;-0.116383338;-0.092688125;-0.127802197;-0.084848448;-0.137296022;-0.073910232;-0.143042106;-0.060140543;-0.145777452;-0.044865056;-0.144314245;-0.028580938;-0.140440344;-0.012223035;-0.133327592;0.003117491;-0.124924434;0.017915066;-0.11530962;0.031830872;-0.106206688;0.045725521;-0.089611146;0.069189458;-0.081477375;0.078704714;-0.073240329;0.087942136;-0.064341627;0.09631917;-0.055104931;0.103986409;-0.045652505;0.110946091;-0.035865489;0.116761206;-0.025466511;0.121173142;-0.014742836;0.124444662;-0.003584058;0.125747512;0.007716592;0.125561785;0.018744453;0.123997434;0.029304329;0.120708923;0.039450686;0.116450007;0.04878542;0.110518272;0.06821754;0.098252689;0.078149657;0.091669879;0.08847941;0.085082151;0.098386521;0.077796179;0.107609075;0.069550074;0.116531776;0.061186665;0.12418935;0.05222581;0.129307489;0.041787656;0.132046099;0.030331988;0.132429537;0.018069208;0.131416029;0.005197764;0.12869884;-0.007771905;0.124834808;-0.020512911;0.120041331;-0.032925277;0.114212019;-0.045003982;0.098695822;-0.066846338;0.089573932;-0.076850842;0.079745637;-0.086355203;0.068651007;-0.094079291;0.057098487;-0.100898146;0.045329306;-0.106563008;0.033363234;-0.110834843;0.021222466;-0.113871307;0.009147327;-0.115579833;-0.002400674;-0.116679169;-0.013169222;-0.115755167;-0.022881345;-0.113393482;-0.031612864;-0.109347094;-0.039171367;-0.104179396;-0.046644441;-0.099815381
64;Iom_hor;Iomys horsfieldii;Iomys;Pteromyini;Sciurinae;Seeds_nuts;chew_crush;-0.04812268;-0.096082112;-0.105306648;0.059070318;0.054852066;0.096105817;0.119512596;-0.061425848;-0.059311707;-0.095167118;-0.071643443;-0.093741514;-0.084580586;-0.090930566;-0.098166005;-0.086506116;-0.111481128;-0.079283268;-0.124372416;-0.069585039;-0.135505177;-0.057386272;-0.143455122;-0.043238679;-0.149066405;-0.02874922;-0.150730239;-0.01396034;-0.148439026;0.000225526;-0.142638731;0.013278326;-0.134509252;0.025455235;-0.125274608;0.03707379;-0.115311054;0.048020505;-0.098294607;0.069407323;-0.091631856;0.080194859;-0.083867632;0.090232677;-0.075070007;0.099273866;-0.066813628;0.108361046;-0.056856793;0.115147315;-0.046165588;0.120663926;-0.034780707;0.124898171;-0.022756462;0.12731749;-0.010151169;0.126998455;0.002583629;0.12628403;0.014749225;0.124055163;0.025912165;0.119192908;0.0359444;0.112157715;0.045571421;0.104272807;0.064433957;0.088347784;0.073810905;0.080267929;0.083213561;0.072088613;0.09224782;0.063483931;0.101090979;0.054868638;0.108981293;0.045285353;0.116126023;0.035227724;0.122396815;0.02496361;0.126534092;0.013926953;0.129296103;0.002593585;0.130106825;-0.008939143;0.129281357;-0.020347918;0.128218197;-0.031363857;0.126406574;-0.041794375;0.123310338;-0.05165126;0.113471221;-0.07073075;0.106187732;-0.079738871;0.096833134;-0.087533405;0.086705786;-0.094481594;0.074931846;-0.098530317;0.062543113;-0.101906284;0.050012426;-0.104828232;0.037643777;-0.108069536;0.025659458;-0.110885464;0.013427471;-0.110313371;0.001513823;-0.107967109;-0.009837142;-0.104097724;-0.02037405;-0.099872223;-0.030129667;-0.096897398;-0.0392436;-0.096395386
65;Lar_ins;Lariscus insignis;Lariscus;Callosciurini;Callosciurinae;Seeds_nuts;chew_crush;-0.050449961;-0.095906063;-0.109840769;0.063714559;0.056365375;0.100351452;0.116579656;-0.060814051;-0.062688235;-0.094209404;-0.075290725;-0.092628812;-0.087949772;-0.089668887;-0.100583448;-0.08474586;-0.113015673;-0.077835554;-0.124631504;-0.068336057;-0.1341015;-0.056028218;-0.140751045;-0.041892575;-0.144611015;-0.026874384;-0.145869358;-0.011598932;-0.143856203;0.003122379;-0.139778975;0.016924297;-0.134019942;0.029730321;-0.126332789;0.041404502;-0.118523469;0.052935608;-0.101764986;0.071974439;-0.093476453;0.080121845;-0.084603809;0.087929852;-0.07512635;0.095494559;-0.06512885;0.10236509;-0.054623035;0.108274145;-0.043999217;0.113759913;-0.033290624;0.118761996;-0.021638367;0.121054174;-0.009580206;0.122344744;0.002591074;0.121833372;0.014550606;0.119951128;0.026032888;0.116941283;0.036789267;0.112404033;0.046871699;0.106861087;0.065597597;0.093119906;0.074554836;0.085276714;0.083777423;0.077394427;0.093113885;0.069482591;0.101827222;0.060731828;0.109893466;0.051308249;0.117039979;0.041293571;0.122312392;0.030220975;0.126118247;0.018513821;0.128822039;0.006469487;0.12992734;-0.005782995;0.129909387;-0.017853156;0.128462413;-0.029408348;0.126049551;-0.04051549;0.121781686;-0.050875707;0.110524139;-0.070860174;0.10314616;-0.080534317;0.094712554;-0.089669166;0.084851899;-0.097340459;0.074290147;-0.103828125;0.063233465;-0.109143596;0.051438876;-0.112380791;0.039497593;-0.114913988;0.027343513;-0.114777772;0.015277984;-0.112389855;0.003450253;-0.108309359;-0.007760458;-0.103486471;-0.018376357;-0.099080896;-0.02871802;-0.096663522;-0.039682556;-0.096287151
66;Lar_obs;Lariscus obscurus;Lariscus;Callosciurini;Callosciurinae;Seeds_nuts;chew_crush;-0.051376871;-0.096110749;-0.105819616;0.061198777;0.055259579;0.099975101;0.116036606;-0.061070449;-0.063651268;-0.094307867;-0.076252703;-0.092003324;-0.088963176;-0.088784574;-0.101785066;-0.084234274;-0.114347265;-0.077731177;-0.125953273;-0.068714129;-0.135198504;-0.056965084;-0.141419137;-0.043238875;-0.145218478;-0.028863906;-0.14553648;-0.014095574;-0.143068229;0.000198693;-0.13779248;0.013518084;-0.130821411;0.026115195;-0.122942832;0.038255149;-0.11450409;0.04991484;-0.098581223;0.070505313;-0.090962113;0.079625539;-0.083238278;0.088658491;-0.0747053;0.096906467;-0.066052336;0.104717207;-0.056824711;0.111410207;-0.046728137;0.116369482;-0.035880041;0.119871346;-0.024312268;0.121764175;-0.012241191;0.122641863;5.17E-05;0.121593751;0.012228625;0.119895119;0.023946932;0.116912367;0.034899606;0.112223096;0.045302045;0.106477149;0.06470993;0.092253072;0.074498405;0.084526889;0.084299476;0.076488354;0.09374088;0.067882631;0.102890615;0.058843812;0.111115177;0.048851317;0.118802039;0.038587759;0.124943912;0.027661342;0.129611349;0.016329741;0.132711318;0.004698659;0.134020985;-0.007030439;0.133328544;-0.018470809;0.130317004;-0.029510813;0.126595958;-0.040360627;0.121668971;-0.050828554;0.109407495;-0.070932628;0.101990702;-0.080513441;0.093240851;-0.089235308;0.083630176;-0.096906666;0.073277508;-0.103298929;0.062185158;-0.10804875;0.050679225;-0.111481244;0.038702913;-0.113224349;0.026451309;-0.113449379;0.014254174;-0.111729739;0.002491015;-0.108107737;-0.008613322;-0.103262812;-0.01954024;-0.099588031;-0.030227191;-0.097890283;-0.040949693;-0.097081222
67;Mar_bai;Marmota baibacina;Marmota;Marmotini;Xerinae;Grazer;Grind;-0.050761021;-0.095010515;-0.096828691;0.057153368;0.058401962;0.099138204;0.111055987;-0.060024911;-0.060783926;-0.096235474;-0.073493259;-0.097573406;-0.087723802;-0.097208017;-0.102868822;-0.095936551;-0.117831923;-0.092256956;-0.131523992;-0.085260798;-0.142554005;-0.075359487;-0.147715938;-0.061198333;-0.149974423;-0.045008303;-0.148809051;-0.027700855;-0.144340161;-0.010411615;-0.139113523;0.006457933;-0.13119699;0.021699278;-0.120388398;0.034767759;-0.108533265;0.046455807;-0.090373847;0.067714101;-0.083407331;0.07774392;-0.076704888;0.087674059;-0.069574217;0.096866888;-0.061793828;0.104946944;-0.053926123;0.112085789;-0.044202052;0.115985587;-0.033251574;0.118088533;-0.021540526;0.11947824;-0.009215134;0.119457421;0.003297882;0.119605973;0.015498331;0.119217934;0.027044599;0.11604444;0.038167797;0.111647926;0.048775868;0.106374311;0.069170167;0.092609448;0.080791977;0.08691309;0.092021159;0.080130444;0.103717397;0.074378402;0.114726211;0.068063069;0.123995983;0.060094242;0.131501224;0.051236894;0.136027202;0.04109416;0.137333683;0.03013108;0.133568197;0.018436358;0.129872819;0.005378616;0.124252088;-0.007346633;0.123971749;-0.021321261;0.121685859;-0.035193092;0.117970608;-0.04845848;0.101901897;-0.069789731;0.092492541;-0.079563293;0.08191775;-0.088304986;0.070019991;-0.094985274;0.057042399;-0.099446482;0.044502102;-0.104650113;0.031977265;-0.108691626;0.019435896;-0.111151207;0.007489549;-0.112943166;-0.003845354;-0.110856601;-0.014299253;-0.106512392;-0.023407144;-0.10022042;-0.031936573;-0.094336728;-0.039496426;-0.089900983;-0.045967724;-0.089357581
68;Mar_bob;Marmota bobak;Marmota;Marmotini;Xerinae;Grazer;Grind;-0.04616205;-0.087134196;-0.104028442;0.062602995;0.051560274;0.101193762;0.110963939;-0.053062595;-0.056470145;-0.081758741;-0.069558557;-0.079830531;-0.084429087;-0.079986814;-0.100285988;-0.07874579;-0.116280015;-0.07554911;-0.130963067;-0.068508597;-0.142920597;-0.057658752;-0.151215805;-0.044316154;-0.156152358;-0.030016059;-0.156791441;-0.015318116;-0.151723616;-0.001069811;-0.144088639;0.012931623;-0.134816632;0.02640315;-0.124625034;0.039148569;-0.114423269;0.051340154;-0.095898193;0.071238397;-0.087552952;0.079189883;-0.078650095;0.086389285;-0.069185586;0.09294842;-0.059647676;0.099304057;-0.050020114;0.105248923;-0.040294304;0.110618297;-0.030389588;0.115126892;-0.020082708;0.118139691;-0.009301803;0.119501552;0.001645308;0.119252934;0.012432673;0.118026295;0.02289722;0.115986257;0.03280171;0.112248811;0.042312896;0.107356392;0.060590497;0.092556619;0.069758267;0.082821002;0.078647046;0.072113921;0.088397107;0.061901044;0.099347739;0.052733698;0.110871359;0.044287735;0.121692339;0.035830092;0.130703609;0.026719004;0.137371541;0.016964905;0.14120287;0.006555414;0.142151792;-0.00402671;0.139532384;-0.01436501;0.133787345;-0.02396484;0.12588892;-0.032982779;0.117673972;-0.04233188;0.106231559;-0.065127631;0.102383567;-0.077805499;0.096146087;-0.089257973;0.087884025;-0.098847333;0.07781259;-0.106190248;0.066684242;-0.111634299;0.054531334;-0.114591407;0.041631899;-0.115724862;0.028348013;-0.115656374;0.01507994;-0.115402857;0.002193767;-0.113589253;-0.009969028;-0.110568574;-0.020980891;-0.105897562;-0.030395942;-0.099664493;-0.03853702;-0.092943538
69;Mar_bro;Marmota broweri;Marmota;Marmotini;Xerinae;Grazer;Grind;-0.04778211;-0.082300759;-0.108018554;0.066087955;0.050830342;0.093347067;0.113443525;-0.059360002;-0.056216923;-0.07658471;-0.067773071;-0.078271156;-0.081674917;-0.081018899;-0.097191503;-0.082263244;-0.113123784;-0.080934051;-0.128166749;-0.075209106;-0.140905175;-0.065702675;-0.149943233;-0.053227536;-0.154361156;-0.038766389;-0.153659998;-0.022881751;-0.14933193;-0.006594426;-0.142475583;0.009326326;-0.13443085;0.024820387;-0.126309375;0.039870611;-0.117730459;0.053948817;-0.099613952;0.074302649;-0.091238344;0.082009839;-0.083045019;0.089643674;-0.074342493;0.096623501;-0.065035793;0.102569237;-0.055312652;0.107688381;-0.045000752;0.11156727;-0.034377237;0.114911578;-0.023261464;0.116809814;-0.011868575;0.117365872;-0.000348417;0.116662368;0.010953202;0.114426195;0.022059054;0.111556755;0.032540232;0.107232037;0.042282071;0.101490138;0.060390594;0.084622816;0.072110671;0.077543999;0.084838651;0.070846123;0.097951551;0.064153401;0.110766923;0.056997695;0.122625407;0.04880632;0.132960051;0.040030582;0.140287975;0.029787261;0.144643796;0.018568152;0.145617309;0.006646336;0.143417221;-0.005362773;0.138018104;-0.016721638;0.129856905;-0.026708637;0.121622734;-0.036418129;0.116129392;-0.047576426;0.109987904;-0.070393495;0.103851421;-0.080437236;0.095020332;-0.088797512;0.084496217;-0.095685508;0.072613603;-0.100782717;0.060105952;-0.10485789;0.047362475;-0.107978532;0.034342534;-0.1102126;0.021401099;-0.112037381;0.008764218;-0.112140184;-0.003188028;-0.110056089;-0.013918514;-0.105188444;-0.023617059;-0.098990984;-0.03227139;-0.092268912;-0.040443203;-0.086685564
70;Mar_cal;Marmota caligata;Marmota;Marmotini;Xerinae;Grazer;Grind;-0.048126086;-0.084029176;-0.107712652;0.063293706;0.048180293;0.097173354;0.112519082;-0.053492924;-0.060111576;-0.079991224;-0.073805676;-0.077357943;-0.088595365;-0.07566119;-0.103795814;-0.072621337;-0.118828143;-0.068540566;-0.132727416;-0.062695944;-0.143483484;-0.05378437;-0.14982974;-0.042285471;-0.151837366;-0.029244688;-0.150278757;-0.015395663;-0.145257411;-0.001699593;-0.137831424;0.011414135;-0.131002603;0.025111427;-0.124063044;0.038756858;-0.11630575;0.0516358;-0.100364093;0.071950465;-0.092662494;0.079955818;-0.08430647;0.087133087;-0.074962358;0.09319534;-0.065345235;0.098915771;-0.055435688;0.10408168;-0.04540707;0.108977379;-0.0351384;0.113188315;-0.024715834;0.116466762;-0.013937231;0.118361619;-0.003040651;0.118434291;0.007728023;0.116576916;0.018338496;0.113850202;0.028575004;0.109877718;0.038241789;0.104080995;0.058951835;0.088753944;0.069462633;0.078635844;0.079617788;0.06759054;0.091001951;0.057361733;0.103017245;0.047815702;0.114952683;0.03895735;0.127129835;0.032743886;0.137881146;0.027085206;0.144619952;0.018920601;0.147128481;0.008839166;0.146370247;-0.002056474;0.142353272;-0.013109338;0.136053003;-0.023700498;0.127399976;-0.033010432;0.119133685;-0.042941338;0.109572482;-0.065742302;0.104849534;-0.077782119;0.097922358;-0.088948097;0.08886348;-0.098261278;0.078348876;-0.105824599;0.066831822;-0.111665707;0.054398624;-0.11524152;0.041408649;-0.117285784;0.028122521;-0.118112542;0.014805418;-0.116939223;0.001902546;-0.114289182;-0.01018659;-0.109753742;-0.02129045;-0.103790459;-0.031125416;-0.096979395;-0.039870746;-0.090106504
71;Mar_cam;Marmota camtschatica;Marmota;Marmotini;Xerinae;Grazer;Grind;-0.048867621;-0.091197125;-0.109131311;0.062502643;0.052539441;0.098054649;0.116595154;-0.059330874;-0.057829019;-0.081076201;-0.066754514;-0.071505183;-0.079497767;-0.069471302;-0.094416418;-0.069349156;-0.110302443;-0.06662595;-0.125772409;-0.061233654;-0.138939165;-0.052820742;-0.147980635;-0.041621851;-0.151842678;-0.028091289;-0.15288657;-0.013406513;-0.150986482;0.001201858;-0.145729393;0.01489137;-0.137584995;0.027434227;-0.127895074;0.039177615;-0.11885645;0.051326685;-0.100977848;0.071072499;-0.092833739;0.07948964;-0.084485854;0.087623045;-0.07537998;0.094964195;-0.066128169;0.101986254;-0.05662374;0.108317092;-0.047159781;0.114119747;-0.036862466;0.117948218;-0.025668751;0.119807785;-0.013938403;0.120518911;-0.001986148;0.119618183;0.0098003;0.117543126;0.021165398;0.113931078;0.032329161;0.110007004;0.042715149;0.104643002;0.061986085;0.090069821;0.07152241;0.081611364;0.080946884;0.072588112;0.090860059;0.063814363;0.100399859;0.054521566;0.110311982;0.045774274;0.11914651;0.036517093;0.126730884;0.0269404;0.132527872;0.016921987;0.13597442;0.006327031;0.136986462;-0.004614305;0.135613732;-0.015567692;0.131730924;-0.026309035;0.127357715;-0.037256271;0.121853019;-0.048066888;0.111554444;-0.071039493;0.105008422;-0.082183409;0.097516684;-0.092689736;0.089163873;-0.101794776;0.079028418;-0.108217312;0.067596293;-0.112188848;0.055239513;-0.113759572;0.042272103;-0.113525733;0.028964801;-0.11211833;0.015549418;-0.111219458;0.00242184;-0.112076853;-0.00997049;-0.111771827;-0.02139867;-0.108609344;-0.031814968;-0.10406006;-0.040905074;-0.098191333
